,FOLDER,IN FILE,MANUAL ID,OFFSET,DURATION,CLIP LENGTH,CHANNEL,SAMPLE RATE
6883,AM1_samples_split,20190617_032000.WAV,bird,18.0,3.0,60.0,0,44100
6826,AM1_samples_split,20190619_015000.WAV,bird,30.0,3.0,60.0,0,44100
6825,AM1_samples_split,20190619_015000.WAV,bird,36.0,3.0,60.0,0,44100
6798,AM1_samples_split,20190619_015000.WAV,bird,39.0,3.0,60.0,0,44100
6875,AM1_samples_split,20190619_015000.WAV,bird,42.0,3.0,60.0,0,44100
6854,AM1_samples_split,20190619_015000.WAV,bird,45.0,3.0,60.0,0,44100
6876,AM1_samples_split,20190619_015000.WAV,bird,48.0,3.0,60.0,0,44100
6955,AM1_samples_split,20190619_015000.WAV,bird,54.0,3.0,60.0,0,44100
6725,AM1_samples_split,20190619_015000.WAV,bird,6.0,3.0,60.0,0,44100
6785,AM1_samples_split,20190619_015000.WAV,bird,15.0,3.0,60.0,0,44100
6901,AM1_samples_split,20190619_084000.WAV,bird,39.0,3.0,60.0,0,44100
6980,AM1_samples_split,20190619_084000.WAV,bird,42.0,3.0,60.0,0,44100
6957,AM1_samples_split,20190619_084000.WAV,bird,45.0,3.0,60.0,0,44100
6982,AM1_samples_split,20190619_084000.WAV,bird,48.0,3.0,60.0,0,44100
7007,AM1_samples_split,20190619_084000.WAV,bird,51.0,3.0,60.0,0,44100
6852,AM1_samples_split,20190619_084000.WAV,bird,54.0,3.0,60.0,0,44100
6827,AM1_samples_split,20190619_084000.WAV,bird,57.0,3.0,60.0,0,44100
6965,AM1_samples_split,20190619_084000.WAV,bird,6.0,3.0,60.0,0,44100
6972,AM1_samples_split,20190619_084000.WAV,bird,9.0,3.0,60.0,0,44100
6914,AM1_samples_split,20190619_084000.WAV,bird,15.0,3.0,60.0,0,44100
6950,AM1_samples_split,20190619_093000.WAV,bird,0.0,3.0,60.0,0,44100
6929,AM1_samples_split,20190619_093000.WAV,bird,3.0,3.0,60.0,0,44100
6841,AM1_samples_split,20190619_093000.WAV,bird,30.0,3.0,60.0,0,44100
6809,AM1_samples_split,20190619_093000.WAV,bird,36.0,3.0,60.0,0,44100
6939,AM1_samples_split,20190619_093000.WAV,bird,54.0,3.0,60.0,0,44100
6941,AM1_samples_split,20190619_093000.WAV,bird,57.0,3.0,60.0,0,44100
6904,AM1_samples_split,20190619_093000.WAV,bird,6.0,3.0,60.0,0,44100
6962,AM1_samples_split,20190619_093000.WAV,bird,12.0,3.0,60.0,0,44100
6975,AM1_samples_split,20190619_093000.WAV,bird,15.0,3.0,60.0,0,44100
6988,AM1_samples_split,20190619_093000.WAV,bird,21.0,3.0,60.0,0,44100
6830,AM1_samples_split,20190619_093000.WAV,bird,24.0,3.0,60.0,0,44100
6849,AM1_samples_split,20190619_093000.WAV,bird,27.0,3.0,60.0,0,44100
6793,AM1_samples_split,20190621_085000.WAV,bird,30.0,3.0,60.0,0,44100
6745,AM1_samples_split,20190621_085000.WAV,bird,36.0,3.0,60.0,0,44100
6683,AM1_samples_split,20190621_085000.WAV,bird,42.0,3.0,60.0,0,44100
6706,AM1_samples_split,20190621_085000.WAV,bird,45.0,3.0,60.0,0,44100
6737,AM1_samples_split,20190621_085000.WAV,bird,48.0,3.0,60.0,0,44100
6714,AM1_samples_split,20190621_085000.WAV,bird,51.0,3.0,60.0,0,44100
7097,AM1_samples_split,20190621_085000.WAV,bird,54.0,3.0,60.0,0,44100
6703,AM1_samples_split,20190621_085000.WAV,bird,6.0,3.0,60.0,0,44100
6686,AM1_samples_split,20190621_085000.WAV,bird,9.0,3.0,60.0,0,44100
6761,AM1_samples_split,20190621_085000.WAV,bird,12.0,3.0,60.0,0,44100
6748,AM1_samples_split,20190621_085000.WAV,bird,15.0,3.0,60.0,0,44100
6774,AM1_samples_split,20190621_085000.WAV,bird,18.0,3.0,60.0,0,44100
6791,AM1_samples_split,20190621_085000.WAV,bird,21.0,3.0,60.0,0,44100
7058,AM1_samples_split,20190621_085000.WAV,bird,24.0,3.0,60.0,0,44100
6749,AM1_samples_split,20190621_175000.WAV,bird,3.0,3.0,60.0,0,44100
6733,AM1_samples_split,20190621_175000.WAV,bird,57.0,3.0,60.0,0,44100
6730,AM1_samples_split,20190621_175000.WAV,bird,15.0,3.0,60.0,0,44100
6882,AM1_samples_split,20190622_020000.WAV,bird,0.0,3.0,60.0,0,44100
6905,AM1_samples_split,20190622_020000.WAV,bird,30.0,3.0,60.0,0,44100
6869,AM1_samples_split,20190622_020000.WAV,bird,6.0,3.0,60.0,0,44100
6860,AM1_samples_split,20190622_020000.WAV,bird,9.0,3.0,60.0,0,44100
6806,AM1_samples_split,20190622_020000.WAV,bird,15.0,3.0,60.0,0,44100
6835,AM1_samples_split,20190622_020000.WAV,bird,18.0,3.0,60.0,0,44100
6844,AM1_samples_split,20190622_020000.WAV,bird,21.0,3.0,60.0,0,44100
7061,AM1_samples_split,20190623_011000.WAV,bird,36.0,3.0,60.0,0,44100
7043,AM1_samples_split,20190623_011000.WAV,bird,39.0,3.0,60.0,0,44100
7113,AM1_samples_split,20190623_011000.WAV,bird,42.0,3.0,60.0,0,44100
7073,AM1_samples_split,20190623_011000.WAV,bird,48.0,3.0,60.0,0,44100
7091,AM1_samples_split,20190624_074000.WAV,bird,51.0,3.0,60.0,0,44100
6684,AM1_samples_split,20190624_074000.WAV,bird,57.0,3.0,60.0,0,44100
6884,AM1_samples_split,20190624_074000.WAV,bird,6.0,3.0,60.0,0,44100
6891,AM1_samples_split,20190624_074000.WAV,bird,9.0,3.0,60.0,0,44100
6840,AM1_samples_split,20190624_074000.WAV,bird,15.0,3.0,60.0,0,44100
6967,AM1_samples_split,20190624_082000.WAV,bird,39.0,3.0,60.0,0,44100
6890,AM1_samples_split,20190624_082000.WAV,bird,54.0,3.0,60.0,0,44100
6886,AM1_samples_split,20190624_082000.WAV,bird,57.0,3.0,60.0,0,44100
6708,AM1_samples_split,20190624_145000.WAV,bird,3.0,3.0,60.0,0,44100
7065,AM1_samples_split,20190624_145000.WAV,bird,33.0,3.0,60.0,0,44100
7037,AM1_samples_split,20190624_145000.WAV,bird,36.0,3.0,60.0,0,44100
7008,AM1_samples_split,20190624_145000.WAV,bird,39.0,3.0,60.0,0,44100
7094,AM1_samples_split,20190624_145000.WAV,bird,42.0,3.0,60.0,0,44100
7067,AM1_samples_split,20190624_145000.WAV,bird,45.0,3.0,60.0,0,44100
6741,AM1_samples_split,20190624_145000.WAV,bird,54.0,3.0,60.0,0,44100
6713,AM1_samples_split,20190624_145000.WAV,bird,9.0,3.0,60.0,0,44100
6769,AM1_samples_split,20190624_145000.WAV,bird,15.0,3.0,60.0,0,44100
6744,AM1_samples_split,20190624_145000.WAV,bird,18.0,3.0,60.0,0,44100
7036,AM1_samples_split,20190624_145000.WAV,bird,24.0,3.0,60.0,0,44100
7109,AM1_samples_split,20190625_140000.WAV,bird,0.0,3.0,60.0,0,44100
7106,AM1_samples_split,20190625_140000.WAV,bird,3.0,3.0,60.0,0,44100
7019,AM1_samples_split,20190625_140000.WAV,bird,36.0,3.0,60.0,0,44100
7076,AM1_samples_split,20190625_140000.WAV,bird,42.0,3.0,60.0,0,44100
7085,AM1_samples_split,20190625_140000.WAV,bird,45.0,3.0,60.0,0,44100
7105,AM1_samples_split,20190625_140000.WAV,bird,51.0,3.0,60.0,0,44100
6732,AM1_samples_split,20190625_140000.WAV,bird,57.0,3.0,60.0,0,44100
7077,AM1_samples_split,20190625_140000.WAV,bird,6.0,3.0,60.0,0,44100
7028,AM1_samples_split,20190625_140000.WAV,bird,15.0,3.0,60.0,0,44100
6788,AM1_samples_split,20190625_140000.WAV,bird,27.0,3.0,60.0,0,44100
6829,AM1_samples_split,20190627_070000.WAV,bird,30.0,3.0,60.0,0,44100
6821,AM1_samples_split,20190627_070000.WAV,bird,36.0,3.0,60.0,0,44100
6874,AM1_samples_split,20190627_070000.WAV,bird,42.0,3.0,60.0,0,44100
6898,AM1_samples_split,20190627_070000.WAV,bird,51.0,3.0,60.0,0,44100
6931,AM1_samples_split,20190627_070000.WAV,bird,57.0,3.0,60.0,0,44100
6866,AM1_samples_split,20190627_070000.WAV,bird,6.0,3.0,60.0,0,44100
6813,AM1_samples_split,20190627_070000.WAV,bird,12.0,3.0,60.0,0,44100
6996,AM1_samples_split,20190627_070000.WAV,bird,24.0,3.0,60.0,0,44100
7115,AM1_samples_split,20190627_151000.WAV,bird,36.0,3.0,60.0,0,44100
7041,AM1_samples_split,20190627_151000.WAV,bird,45.0,3.0,60.0,0,44100
6763,AM1_samples_split,20190627_151000.WAV,bird,54.0,3.0,60.0,0,44100
6859,AM1_samples_split,20190627_151000.WAV,bird,12.0,3.0,60.0,0,44100
6902,AM1_samples_split,20190628_044000.WAV,bird,30.0,3.0,60.0,0,44100
6953,AM1_samples_split,20190628_044000.WAV,bird,36.0,3.0,60.0,0,44100
6964,AM1_samples_split,20190630_144000.WAV,bird,30.0,3.0,60.0,0,44100
6973,AM1_samples_split,20190630_144000.WAV,bird,33.0,3.0,60.0,0,44100
7000,AM1_samples_split,20190630_144000.WAV,bird,36.0,3.0,60.0,0,44100
6770,AM1_samples_split,20190630_144000.WAV,bird,9.0,3.0,60.0,0,44100
6682,AM1_samples_split,20190630_144000.WAV,bird,18.0,3.0,60.0,0,44100
7068,AM1_samples_split,20190630_144000.WAV,bird,27.0,3.0,60.0,0,44100
7059,AM1_samples_split,20190701_210000.WAV,bird,0.0,3.0,60.0,0,44100
7044,AM1_samples_split,20190701_210000.WAV,bird,3.0,3.0,60.0,0,44100
6913,AM1_samples_split,20190701_210000.WAV,bird,30.0,3.0,60.0,0,44100
6910,AM1_samples_split,20190701_210000.WAV,bird,33.0,3.0,60.0,0,44100
6937,AM1_samples_split,20190701_210000.WAV,bird,36.0,3.0,60.0,0,44100
6942,AM1_samples_split,20190701_210000.WAV,bird,39.0,3.0,60.0,0,44100
6992,AM1_samples_split,20190701_210000.WAV,bird,42.0,3.0,60.0,0,44100
6997,AM1_samples_split,20190701_210000.WAV,bird,45.0,3.0,60.0,0,44100
6971,AM1_samples_split,20190701_210000.WAV,bird,48.0,3.0,60.0,0,44100
6966,AM1_samples_split,20190701_210000.WAV,bird,51.0,3.0,60.0,0,44100
6816,AM1_samples_split,20190701_210000.WAV,bird,57.0,3.0,60.0,0,44100
7016,AM1_samples_split,20190701_210000.WAV,bird,6.0,3.0,60.0,0,44100
7029,AM1_samples_split,20190701_210000.WAV,bird,9.0,3.0,60.0,0,44100
7072,AM1_samples_split,20190701_210000.WAV,bird,12.0,3.0,60.0,0,44100
7089,AM1_samples_split,20190701_210000.WAV,bird,15.0,3.0,60.0,0,44100
7114,AM1_samples_split,20190701_210000.WAV,bird,18.0,3.0,60.0,0,44100
7101,AM1_samples_split,20190701_210000.WAV,bird,21.0,3.0,60.0,0,44100
6717,AM1_samples_split,20190701_210000.WAV,bird,24.0,3.0,60.0,0,44100
6734,AM1_samples_split,20190701_210000.WAV,bird,27.0,3.0,60.0,0,44100
7015,AM1_samples_split,20190702_214000.WAV,bird,0.0,3.0,60.0,0,44100
6729,AM1_samples_split,20190702_214000.WAV,bird,30.0,3.0,60.0,0,44100
6721,AM1_samples_split,20190702_214000.WAV,bird,33.0,3.0,60.0,0,44100
6691,AM1_samples_split,20190702_214000.WAV,bird,36.0,3.0,60.0,0,44100
6699,AM1_samples_split,20190702_214000.WAV,bird,39.0,3.0,60.0,0,44100
6750,AM1_samples_split,20190702_214000.WAV,bird,42.0,3.0,60.0,0,44100
6775,AM1_samples_split,20190702_214000.WAV,bird,51.0,3.0,60.0,0,44100
7047,AM1_samples_split,20190702_214000.WAV,bird,54.0,3.0,60.0,0,44100
7060,AM1_samples_split,20190702_214000.WAV,bird,6.0,3.0,60.0,0,44100
7042,AM1_samples_split,20190702_214000.WAV,bird,9.0,3.0,60.0,0,44100
7112,AM1_samples_split,20190702_214000.WAV,bird,12.0,3.0,60.0,0,44100
7102,AM1_samples_split,20190702_214000.WAV,bird,15.0,3.0,60.0,0,44100
7074,AM1_samples_split,20190702_214000.WAV,bird,18.0,3.0,60.0,0,44100
7088,AM1_samples_split,20190702_214000.WAV,bird,21.0,3.0,60.0,0,44100
6701,AM1_samples_split,20190702_214000.WAV,bird,24.0,3.0,60.0,0,44100
6687,AM1_samples_split,20190702_214000.WAV,bird,27.0,3.0,60.0,0,44100
6804,AM1_samples_split,20190704_104000.WAV,bird,0.0,3.0,60.0,0,44100
6819,AM1_samples_split,20190704_104000.WAV,bird,3.0,3.0,60.0,0,44100
6720,AM1_samples_split,20190704_104000.WAV,bird,30.0,3.0,60.0,0,44100
6731,AM1_samples_split,20190704_104000.WAV,bird,33.0,3.0,60.0,0,44100
6700,AM1_samples_split,20190704_104000.WAV,bird,36.0,3.0,60.0,0,44100
6689,AM1_samples_split,20190704_104000.WAV,bird,39.0,3.0,60.0,0,44100
6758,AM1_samples_split,20190704_104000.WAV,bird,42.0,3.0,60.0,0,44100
6751,AM1_samples_split,20190704_104000.WAV,bird,45.0,3.0,60.0,0,44100
6778,AM1_samples_split,20190704_104000.WAV,bird,48.0,3.0,60.0,0,44100
6787,AM1_samples_split,20190704_104000.WAV,bird,51.0,3.0,60.0,0,44100
7055,AM1_samples_split,20190704_104000.WAV,bird,54.0,3.0,60.0,0,44100
7048,AM1_samples_split,20190704_104000.WAV,bird,57.0,3.0,60.0,0,44100
6847,AM1_samples_split,20190704_104000.WAV,bird,6.0,3.0,60.0,0,44100
6832,AM1_samples_split,20190704_104000.WAV,bird,9.0,3.0,60.0,0,44100
6896,AM1_samples_split,20190704_104000.WAV,bird,12.0,3.0,60.0,0,44100
6879,AM1_samples_split,20190704_104000.WAV,bird,15.0,3.0,60.0,0,44100
6857,AM1_samples_split,20190704_104000.WAV,bird,18.0,3.0,60.0,0,44100
6873,AM1_samples_split,20190704_104000.WAV,bird,21.0,3.0,60.0,0,44100
6754,AM1_samples_split,20190705_162000.WAV,bird,0.0,3.0,60.0,0,44100
6756,AM1_samples_split,20190705_162000.WAV,bird,3.0,3.0,60.0,0,44100
6704,AM1_samples_split,20190705_162000.WAV,bird,30.0,3.0,60.0,0,44100
6685,AM1_samples_split,20190705_162000.WAV,bird,33.0,3.0,60.0,0,44100
6715,AM1_samples_split,20190705_162000.WAV,bird,36.0,3.0,60.0,0,44100
6736,AM1_samples_split,20190705_162000.WAV,bird,39.0,3.0,60.0,0,44100
6773,AM1_samples_split,20190705_162000.WAV,bird,42.0,3.0,60.0,0,44100
6792,AM1_samples_split,20190705_162000.WAV,bird,45.0,3.0,60.0,0,44100
6762,AM1_samples_split,20190705_162000.WAV,bird,48.0,3.0,60.0,0,44100
6747,AM1_samples_split,20190705_162000.WAV,bird,51.0,3.0,60.0,0,44100
7013,AM1_samples_split,20190705_162000.WAV,bird,54.0,3.0,60.0,0,44100
7032,AM1_samples_split,20190705_162000.WAV,bird,57.0,3.0,60.0,0,44100
6783,AM1_samples_split,20190705_162000.WAV,bird,6.0,3.0,60.0,0,44100
6781,AM1_samples_split,20190705_162000.WAV,bird,9.0,3.0,60.0,0,44100
6727,AM1_samples_split,20190705_162000.WAV,bird,12.0,3.0,60.0,0,44100
6723,AM1_samples_split,20190705_162000.WAV,bird,15.0,3.0,60.0,0,44100
6693,AM1_samples_split,20190705_162000.WAV,bird,18.0,3.0,60.0,0,44100
6697,AM1_samples_split,20190705_162000.WAV,bird,21.0,3.0,60.0,0,44100
7079,AM1_samples_split,20190705_162000.WAV,bird,27.0,3.0,60.0,0,44100
6024,AM22_samples_split,20190621_213000.WAV,bird,0.0,3.0,60.0,0,44100
5997,AM22_samples_split,20190621_213000.WAV,bird,3.0,3.0,60.0,0,44100
5954,AM22_samples_split,20190621_213000.WAV,bird,45.0,3.0,60.0,0,44100
5982,AM22_samples_split,20190621_213000.WAV,bird,48.0,3.0,60.0,0,44100
5983,AM22_samples_split,20190621_213000.WAV,bird,51.0,3.0,60.0,0,44100
6043,AM22_samples_split,20190621_213000.WAV,bird,54.0,3.0,60.0,0,44100
6039,AM22_samples_split,20190621_213000.WAV,bird,57.0,3.0,60.0,0,44100
6055,AM22_samples_split,20190621_213000.WAV,bird,9.0,3.0,60.0,0,44100
6089,AM22_samples_split,20190621_213000.WAV,bird,12.0,3.0,60.0,0,44100
6114,AM22_samples_split,20190621_213000.WAV,bird,15.0,3.0,60.0,0,44100
6083,AM22_samples_split,20190621_213000.WAV,bird,18.0,3.0,60.0,0,44100
6060,AM22_samples_split,20190621_213000.WAV,bird,21.0,3.0,60.0,0,44100
6213,AM22_samples_split,20190623_120000.WAV,bird,0.0,3.0,60.0,0,44100
6202,AM22_samples_split,20190623_120000.WAV,bird,3.0,3.0,60.0,0,44100
6149,AM22_samples_split,20190623_120000.WAV,bird,30.0,3.0,60.0,0,44100
6153,AM22_samples_split,20190623_120000.WAV,bird,33.0,3.0,60.0,0,44100
6131,AM22_samples_split,20190623_120000.WAV,bird,36.0,3.0,60.0,0,44100
6127,AM22_samples_split,20190623_120000.WAV,bird,39.0,3.0,60.0,0,44100
6182,AM22_samples_split,20190623_120000.WAV,bird,42.0,3.0,60.0,0,44100
6178,AM22_samples_split,20190623_120000.WAV,bird,45.0,3.0,60.0,0,44100
6205,AM22_samples_split,20190623_120000.WAV,bird,48.0,3.0,60.0,0,44100
6209,AM22_samples_split,20190623_120000.WAV,bird,51.0,3.0,60.0,0,44100
5799,AM22_samples_split,20190623_120000.WAV,bird,54.0,3.0,60.0,0,44100
5798,AM22_samples_split,20190623_120000.WAV,bird,57.0,3.0,60.0,0,44100
6174,AM22_samples_split,20190623_120000.WAV,bird,6.0,3.0,60.0,0,44100
6186,AM22_samples_split,20190623_120000.WAV,bird,9.0,3.0,60.0,0,44100
6124,AM22_samples_split,20190623_120000.WAV,bird,12.0,3.0,60.0,0,44100
6133,AM22_samples_split,20190623_120000.WAV,bird,15.0,3.0,60.0,0,44100
6155,AM22_samples_split,20190623_120000.WAV,bird,18.0,3.0,60.0,0,44100
6148,AM22_samples_split,20190623_120000.WAV,bird,21.0,3.0,60.0,0,44100
5853,AM22_samples_split,20190623_120000.WAV,bird,24.0,3.0,60.0,0,44100
5857,AM22_samples_split,20190623_120000.WAV,bird,27.0,3.0,60.0,0,44100
6012,AM22_samples_split,20190626_135000.WAV,bird,0.0,3.0,60.0,0,44100
5968,AM22_samples_split,20190626_135000.WAV,bird,36.0,3.0,60.0,0,44100
6102,AM22_samples_split,20190626_135000.WAV,bird,15.0,3.0,60.0,0,44100
6070,AM22_samples_split,20190626_135000.WAV,bird,21.0,3.0,60.0,0,44100
5889,AM22_samples_split,20190626_135000.WAV,bird,27.0,3.0,60.0,0,44100
5843,AM22_samples_split,20190626_193000.WAV,bird,30.0,3.0,60.0,0,44100
5866,AM22_samples_split,20190626_193000.WAV,bird,33.0,3.0,60.0,0,44100
5839,AM22_samples_split,20190626_193000.WAV,bird,36.0,3.0,60.0,0,44100
5783,AM22_samples_split,20190626_193000.WAV,bird,42.0,3.0,60.0,0,44100
5762,AM22_samples_split,20190626_193000.WAV,bird,45.0,3.0,60.0,0,44100
5809,AM22_samples_split,20190626_193000.WAV,bird,51.0,3.0,60.0,0,44100
6198,AM22_samples_split,20190626_193000.WAV,bird,57.0,3.0,60.0,0,44100
6077,AM22_samples_split,20190626_193000.WAV,bird,12.0,3.0,60.0,0,44100
6065,AM22_samples_split,20190626_193000.WAV,bird,15.0,3.0,60.0,0,44100
6095,AM22_samples_split,20190626_193000.WAV,bird,18.0,3.0,60.0,0,44100
6108,AM22_samples_split,20190626_193000.WAV,bird,21.0,3.0,60.0,0,44100
5915,AM22_samples_split,20190626_193000.WAV,bird,27.0,3.0,60.0,0,44100
5872,AM22_samples_split,20190626_223000.WAV,bird,0.0,3.0,60.0,0,44100
5902,AM22_samples_split,20190626_223000.WAV,bird,3.0,3.0,60.0,0,44100
5999,AM22_samples_split,20190626_223000.WAV,bird,30.0,3.0,60.0,0,44100
6022,AM22_samples_split,20190626_223000.WAV,bird,33.0,3.0,60.0,0,44100
6054,AM22_samples_split,20190626_223000.WAV,bird,36.0,3.0,60.0,0,44100
6029,AM22_samples_split,20190626_223000.WAV,bird,39.0,3.0,60.0,0,44100
6113,AM22_samples_split,20190626_223000.WAV,bird,42.0,3.0,60.0,0,44100
6090,AM22_samples_split,20190626_223000.WAV,bird,45.0,3.0,60.0,0,44100
6061,AM22_samples_split,20190626_223000.WAV,bird,48.0,3.0,60.0,0,44100
6082,AM22_samples_split,20190626_223000.WAV,bird,51.0,3.0,60.0,0,44100
5900,AM22_samples_split,20190626_223000.WAV,bird,54.0,3.0,60.0,0,44100
5936,AM22_samples_split,20190626_223000.WAV,bird,6.0,3.0,60.0,0,44100
5912,AM22_samples_split,20190626_223000.WAV,bird,9.0,3.0,60.0,0,44100
5992,AM22_samples_split,20190626_223000.WAV,bird,12.0,3.0,60.0,0,44100
5974,AM22_samples_split,20190626_223000.WAV,bird,15.0,3.0,60.0,0,44100
5943,AM22_samples_split,20190626_223000.WAV,bird,18.0,3.0,60.0,0,44100
5965,AM22_samples_split,20190626_223000.WAV,bird,21.0,3.0,60.0,0,44100
6023,AM22_samples_split,20190626_223000.WAV,bird,24.0,3.0,60.0,0,44100
5998,AM22_samples_split,20190626_223000.WAV,bird,27.0,3.0,60.0,0,44100
5985,AM22_samples_split,20190628_124000.WAV,bird,0.0,3.0,60.0,0,44100
5980,AM22_samples_split,20190628_124000.WAV,bird,3.0,3.0,60.0,0,44100
6164,AM22_samples_split,20190628_124000.WAV,bird,30.0,3.0,60.0,0,44100
6195,AM22_samples_split,20190628_124000.WAV,bird,33.0,3.0,60.0,0,44100
6219,AM22_samples_split,20190628_124000.WAV,bird,36.0,3.0,60.0,0,44100
6196,AM22_samples_split,20190628_124000.WAV,bird,39.0,3.0,60.0,0,44100
6163,AM22_samples_split,20190628_124000.WAV,bird,42.0,3.0,60.0,0,44100
6140,AM22_samples_split,20190628_124000.WAV,bird,45.0,3.0,60.0,0,44100
6118,AM22_samples_split,20190628_124000.WAV,bird,48.0,3.0,60.0,0,44100
6139,AM22_samples_split,20190628_124000.WAV,bird,51.0,3.0,60.0,0,44100
5840,AM22_samples_split,20190628_124000.WAV,bird,54.0,3.0,60.0,0,44100
5813,AM22_samples_split,20190628_124000.WAV,bird,57.0,3.0,60.0,0,44100
5951,AM22_samples_split,20190628_124000.WAV,bird,6.0,3.0,60.0,0,44100
5958,AM22_samples_split,20190628_124000.WAV,bird,9.0,3.0,60.0,0,44100
5893,AM22_samples_split,20190628_124000.WAV,bird,15.0,3.0,60.0,0,44100
5927,AM22_samples_split,20190628_124000.WAV,bird,18.0,3.0,60.0,0,44100
5920,AM22_samples_split,20190628_124000.WAV,bird,21.0,3.0,60.0,0,44100
6097,AM22_samples_split,20190628_124000.WAV,bird,24.0,3.0,60.0,0,44100
6106,AM22_samples_split,20190628_124000.WAV,bird,27.0,3.0,60.0,0,44100
6025,AM22_samples_split,20190629_121000.WAV,bird,3.0,3.0,60.0,0,44100
6210,AM22_samples_split,20190629_121000.WAV,bird,39.0,3.0,60.0,0,44100
6150,AM22_samples_split,20190629_121000.WAV,bird,42.0,3.0,60.0,0,44100
6154,AM22_samples_split,20190629_121000.WAV,bird,45.0,3.0,60.0,0,44100
6130,AM22_samples_split,20190629_121000.WAV,bird,48.0,3.0,60.0,0,44100
6126,AM22_samples_split,20190629_121000.WAV,bird,51.0,3.0,60.0,0,44100
6059,AM22_samples_split,20190629_121000.WAV,bird,18.0,3.0,60.0,0,44100
5904,AM22_samples_split,20190629_121000.WAV,bird,24.0,3.0,60.0,0,44100
5871,AM22_samples_split,20190629_121000.WAV,bird,27.0,3.0,60.0,0,44100
6047,AM22_samples_split,20190703_163000.WAV,bird,30.0,3.0,60.0,0,44100
6036,AM22_samples_split,20190703_163000.WAV,bird,33.0,3.0,60.0,0,44100
6067,AM22_samples_split,20190703_163000.WAV,bird,42.0,3.0,60.0,0,44100
6076,AM22_samples_split,20190703_163000.WAV,bird,45.0,3.0,60.0,0,44100
6107,AM22_samples_split,20190703_163000.WAV,bird,48.0,3.0,60.0,0,44100
6096,AM22_samples_split,20190703_163000.WAV,bird,51.0,3.0,60.0,0,44100
6137,AM22_samples_split,20190703_163000.WAV,bird,27.0,3.0,60.0,0,44100
5934,AM22_samples_split,20190708_013000.WAV,bird,24.0,3.0,60.0,0,44100
5913,AM22_samples_split,20190708_013000.WAV,bird,27.0,3.0,60.0,0,44100
6215,AM22_samples_split,20190709_142000.WAV,bird,0.0,3.0,60.0,0,44100
6200,AM22_samples_split,20190709_142000.WAV,bird,3.0,3.0,60.0,0,44100
6193,AM22_samples_split,20190709_142000.WAV,bird,30.0,3.0,60.0,0,44100
6166,AM22_samples_split,20190709_142000.WAV,bird,33.0,3.0,60.0,0,44100
6197,AM22_samples_split,20190709_142000.WAV,bird,36.0,3.0,60.0,0,44100
6218,AM22_samples_split,20190709_142000.WAV,bird,39.0,3.0,60.0,0,44100
6141,AM22_samples_split,20190709_142000.WAV,bird,42.0,3.0,60.0,0,44100
6162,AM22_samples_split,20190709_142000.WAV,bird,45.0,3.0,60.0,0,44100
6138,AM22_samples_split,20190709_142000.WAV,bird,48.0,3.0,60.0,0,44100
6120,AM22_samples_split,20190709_142000.WAV,bird,51.0,3.0,60.0,0,44100
6170,AM22_samples_split,20190709_142000.WAV,bird,6.0,3.0,60.0,0,44100
6189,AM22_samples_split,20190709_142000.WAV,bird,9.0,3.0,60.0,0,44100
6121,AM22_samples_split,20190709_142000.WAV,bird,12.0,3.0,60.0,0,44100
6136,AM22_samples_split,20190709_142000.WAV,bird,15.0,3.0,60.0,0,44100
6160,AM22_samples_split,20190709_142000.WAV,bird,18.0,3.0,60.0,0,44100
5850,AM22_samples_split,20190709_142000.WAV,bird,24.0,3.0,60.0,0,44100
5859,AM22_samples_split,20190709_142000.WAV,bird,27.0,3.0,60.0,0,44100
6002,AM22_samples_split,20190709_221000.WAV,bird,3.0,3.0,60.0,0,44100
6103,AM22_samples_split,20190709_221000.WAV,bird,42.0,3.0,60.0,0,44100
5886,AM22_samples_split,20190709_221000.WAV,bird,57.0,3.0,60.0,0,44100
6032,AM22_samples_split,20190709_221000.WAV,bird,6.0,3.0,60.0,0,44100
6081,AM22_samples_split,20190709_221000.WAV,bird,18.0,3.0,60.0,0,44100
5876,AM22_samples_split,20190709_221000.WAV,bird,24.0,3.0,60.0,0,44100
5924,AM22_samples_split,20190709_224000.WAV,bird,0.0,3.0,60.0,0,44100
5923,AM22_samples_split,20190709_224000.WAV,bird,3.0,3.0,60.0,0,44100
5941,AM22_samples_split,20190709_224000.WAV,bird,30.0,3.0,60.0,0,44100
5994,AM22_samples_split,20190709_224000.WAV,bird,36.0,3.0,60.0,0,44100
5972,AM22_samples_split,20190709_224000.WAV,bird,39.0,3.0,60.0,0,44100
5869,AM22_samples_split,20190709_224000.WAV,bird,48.0,3.0,60.0,0,44100
